Mark,Sex,Fish_ID,Tank,Treatment_Tank,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Bla._,female,a6800,HA_C5,Control,0.382,3.018,0.041939659,,27/06/2019,6,154,
Pin.Blu,male,a6843,HA_C5,Control,0.377,3.143,0.038163886,,27/06/2019,6,154,
Red.Gre,female,a6895,HA_C5,Control,0.423,3.013,0.046595299,,27/06/2019,6,154,
Ora.Yel,female,a6966,HA_C5,Control,0.423,2.976,0.047761121,,27/06/2019,6,154,
Gre.Pin,male,a7013,HA_C5,Control,0.364,3.057,0.038950273,,27/06/2019,6,154,
Red.Pin,female,a7044,HA_C5,Control,0.473,3.351,0.04212232,,27/06/2019,6,154,
Bro.Whi,female,a7088,HA_C5,Control,0.334,3.267,0.031293072,,27/06/2019,6,154,
Gre.Bro,male,a7124,HA_C5,Control,0.305,2.988,0.034161635,,27/06/2019,6,154,
Blu.Red,female,a7200,HA_C5,Control,0.425,3.291,0.039240376,,27/06/2019,6,154,
Bro.Bla,male,a7242,HA_C5,Control,0.341,3.208,0.0331349,,27/06/2019,6,154,
Pin.Pur,female,a7285,HA_C5,Control,0.548,3.107,0.056767276,,27/06/2019,6,154,
Yel.Ora,male,a7335,HA_C5,Control,0.295,2.867,0.035889436,,27/06/2019,6,154,
_._,female,a7381,HA_C5,Control,0.45,3.096,0.046947299,,27/06/2019,6,154,
Pur._,female,a7415,HA_C5,Control,0.398,3.119,0.040912152,,27/06/2019,6,154,
_.Blu,female,a7440,HA_C5,Control,0.467,3.272,0.043620465,,27/06/2019,6,154,
_.Red,male,a7496,HA_C5,Control,0.372,3.307,0.034015319,,27/06/2019,6,154,
Pur.Pur,female,a7540,HA_C5,Control,0.403,3.186,0.039702102,,27/06/2019,6,154,
Red.Whi,female,a7559,HA_C5,Control,0.382,3.335,0.034345646,,27/06/2019,6,154,
Bla.Blu,female,a7607,HA_C5,Control,0.426,3.513,0.03451861,,27/06/2019,6,154,
Whi.Gre,female,a7647,HA_C5,Control,0.375,3.156,0.037649332,,27/06/2019,6,154,
Gre.Bla,male,a7687,HA_C5,Control,0.338,3.154,0.033977649,,27/06/2019,6,154,
_.Pur,male,a7731,HA_C5,Control,0.329,3.271,0.03074927,,27/06/2019,6,154,
_.Pin,male,a8043,HA_C5,Control,0.308,2.81,0.039006598,,27/06/2019,6,154,
Red.Ora,female,a8061,HA_C5,Control,0.421,2.999,0.046808979,,27/06/2019,6,154,
_.Pur,female,a6825,HA_T1,Treatment,0.602,3.52,0.048586002,,28/06/2019,6,154,
Gre.Whi,male,a6833,HA_T1,Treatment,0.384,3.123,0.03937198,,28/06/2019,6,154,
Pin.Whi,female,a6846,HA_T1,Treatment,0.47,3.369,0.041409104,,28/06/2019,6,154,
Red.Pin,female,a6894,HA_T1,Treatment,0.623,3.379,0.054564686,,28/06/2019,6,154,
Bla.Pur,female,a6925,HA_T1,Treatment,0.552,3.544,0.043949269,,28/06/2019,6,154,
Red.Whi,male,a6991,HA_T1,Treatment,0.394,3.409,0.033903319,,28/06/2019,6,154,
Blu.Whi,male,a6998,HA_T1,Treatment,0.424,3.21,0.041148669,,28/06/2019,6,154,
Ora.Pur,male,a7062,HA_T1,Treatment,0.453,3.501,0.03695847,,28/06/2019,6,154,
Bro.Yel,female,a7087,HA_T1,Treatment,0.498,3.362,0.044058928,,28/06/2019,6,154,
Ora._,male,a7155,HA_T1,Treatment,0.406,3.377,0.035601141,,28/06/2019,6,154,
Blu.Yel,female,a7206,HA_T1,Treatment,0.429,3.421,0.036656512,,28/06/2019,6,154,
_.Whi,male,a7269,HA_T1,Treatment,0.309,3.13,0.031540589,,28/06/2019,6,154,
Gre.Gre,female,a7292,HA_T1,Treatment,0.583,3.181,0.05761575,,28/06/2019,6,154,
_.Red,female,a7319,HA_T1,Treatment,0.585,3.15,0.058956916,,28/06/2019,6,154,
Whi.Bla,female,a7374,HA_T1,Treatment,0.515,3.229,0.049393652,,28/06/2019,6,154,
Ora.Ora,male,a7412,HA_T1,Treatment,0.451,3.375,0.039593964,,28/06/2019,6,154,
Red.Red,male,a7468,HA_T1,Treatment,0.389,3.088,0.04079388,,28/06/2019,6,154,
Ora.Pin,female,a7488,HA_T1,Treatment,0.478,3.293,0.044080289,,28/06/2019,6,154,
Pin.Pin,female,a7550,HA_T1,Treatment,0.559,3.22,0.053913815,,28/06/2019,6,154,
Red.Pur,male,a7560,HA_T1,Treatment,0.327,2.956,0.037423025,,28/06/2019,6,154,
Bla._,male,a7599,HA_T1,Treatment,0.372,3.327,0.033607588,,28/06/2019,6,154,
Bro.Bro,female,a7662,HA_T1,Treatment,0.691,3.619,0.052759526,,28/06/2019,6,154,
Pin.Bro,female,a7697,HA_T1,Treatment,0.766,3.523,0.061716812,,28/06/2019,6,154,
Bro.Whi,male,a7723,HA_T1,Treatment,0.352,3.079,0.037129858,,28/06/2019,6,154,
Pin.Pin,female,a6840,HA_T2,Treatment,0.682,3.758,0.048291514,,28/06/2019,6,154,
Blu.Ora,female,a6883,HA_T2,Treatment,0.576,3.489,0.047317364,,28/06/2019,6,154,
Pur.Pur,female,a6932,HA_T2,Treatment,0.684,3.502,0.055772976,,28/06/2019,6,154,
Red.Yel,male,a6987,HA_T2,Treatment,0.441,3.316,0.040106018,,28/06/2019,6,154,
Gre.Bla,male,a7015,HA_T2,Treatment,0.334,2.87,0.040549236,,28/06/2019,6,154,
Pin._,male,a7054,HA_T2,Treatment,0.398,3.319,0.03613005,,28/06/2019,6,154,
Red.Ora,female,a7089,HA_T2,Treatment,0.591,3.743,0.042184007,,28/06/2019,6,154,
Bla.Bro,male,a7142,HA_T2,Treatment,0.439,3.464,0.03658548,,28/06/2019,6,154,
Pur._,male,a7167,HA_T2,Treatment,0.336,2.992,0.037533244,,28/06/2019,6,154,
Red.Pur,female,a7222,HA_T2,Treatment,0.651,3.376,0.05711841,,28/06/2019,6,154,
Bro.Blu,male,a7251,HA_T2,Treatment,0.563,3.057,0.060244516,,28/06/2019,6,154,
Pin.Blu,female,a7288,HA_T2,Treatment,0.667,3.425,0.056859715,,28/06/2019,6,154,
Whi.Pin,male,a7375,HA_T2,Treatment,0.362,3.311,0.033020999,,28/06/2019,6,154,
Ora.Yel,male,a7411,HA_T2,Treatment,0.388,3.288,0.035889558,,28/06/2019,6,154,
Blu.Bla,male,a7461,HA_T2,Treatment,0.36,3.151,0.036258154,,28/06/2019,6,154,
Red._,female,a7495,HA_T2,Treatment,0.387,3.093,0.040453036,,28/06/2019,6,154,
Red.Red,male,a7570,HA_T2,Treatment,0.484,3.688,0.035584719,,28/06/2019,6,154,
Bla.Pin,female,a7604,HA_T2,Treatment,0.604,3.357,0.053596232,,28/06/2019,6,154,
Whi.Bro,female,a7649,HA_T2,Treatment,0.54,3.653,0.040466386,,28/06/2019,6,154,
Gre.Blu,female,a7684,HA_T2,Treatment,0.68,3.441,0.057430099,,28/06/2019,6,154,
Bro.Gre,male,a7724,HA_T2,Treatment,0.405,3.487,0.033308197,,28/06/2019,6,154,
Whi._,female,a8050,HA_T2,Treatment,0.622,3.5,0.05077551,,28/06/2019,6,154,
Yel.Gre,female,a8067,HA_T2,Treatment,0.589,3.459,0.049228224,,28/06/2019,6,154,
Ora.Pur,female,a8071,HA_T2,Treatment,0.63,3.428,0.053611619,,28/06/2019,6,154,
Bla.Blu,male,a6808,HA_T3,Treatment,0.367,3.224,0.035308234,,28/06/2019,6,154,
Pin.Pur,male,a6842,HA_T3,Treatment,0.417,3.33,0.037605173,,28/06/2019,6,154,
Yel.Pin,male,a6996,HA_T3,Treatment,0.424,3.44,0.035830178,,28/06/2019,6,154,
Gre.Gre,female,a7019,HA_T3,Treatment,0.638,3.213,0.06180153,,28/06/2019,6,154,
Red.Bro,male,a7045,HA_T3,Treatment,0.398,3.25,0.037680473,,28/06/2019,6,154,
Red.Bla,female,a7091,HA_T3,Treatment,0.533,3.322,0.048297867,,28/06/2019,6,154,
Bla.Whi,male,a7139,HA_T3,Treatment,0.358,3.198,0.03500468,,28/06/2019,6,154,
Pur.Gre,female,a7160,HA_T3,Treatment,0.618,3.598,0.047738213,,28/06/2019,6,154,
Yel.Whi,female,a7210,HA_T3,Treatment,0.595,3.34,0.053336441,,28/06/2019,6,154,
Whi.Bro,male,a7266,HA_T3,Treatment,0.351,3.268,0.03286571,,28/06/2019,6,154,
Pin.Yel,female,a7282,HA_T3,Treatment,0.558,3.255,0.052666228,,28/06/2019,6,154,
Gre.Bro,female,a7296,HA_T3,Treatment,0.483,3.124,0.049490869,,28/06/2019,6,154,
_.Ora,male,a7414,HA_T3,Treatment,0.378,3.209,0.036707294,,28/06/2019,6,154,
_.Blu,female,a7459,HA_T3,Treatment,0.494,3.036,0.053594894,,28/06/2019,6,154,
Red.Whi,male,a7469,HA_T3,Treatment,0.422,3.308,0.038563945,,28/06/2019,6,154,
Ora.Yel,female,a7484,HA_T3,Treatment,0.491,3.463,0.040942703,,28/06/2019,6,154,
Ora.Pin,female,a7556,HA_T3,Treatment,0.626,3.283,0.058080797,,28/06/2019,6,154,
Red.Pin,male,a7566,HA_T3,Treatment,0.323,3.163,0.032285249,,28/06/2019,6,154,
Bla.Red,male,a7610,HA_T3,Treatment,0.256,2.817,0.032260142,,28/06/2019,6,154,
Whi.Whi,female,a7640,HA_T3,Treatment,0.638,3.311,0.05819723,,28/06/2019,6,154,
Gre.Ora,female,a7686,HA_T3,Treatment,0.666,3.467,0.055407244,,28/06/2019,6,154,
_.Bro,male,a7719,HA_T3,Treatment,0.331,3.122,0.033959571,,28/06/2019,6,154,
Red.Red,female,a8063,HA_T3,Treatment,0.607,3.563,0.047814217,,28/06/2019,6,154,
_.Whi,male,a8070,HA_T3,Treatment,0.399,3.194,0.039111374,,28/06/2019,6,154,
_.Bla,male,a6799,HA_T4,Treatment,0.398,3.283,0.036926769,,28/06/2019,6,154,
Gre.Gre,male,a6869,HA_T4,Treatment,0.39,3.329,0.035191438,,28/06/2019,6,154,
Blu.Bla,male,a6891,HA_T4,Treatment,0.41,3.263,0.038507889,,28/06/2019,6,154,
Ora.Blu,female,a6961,HA_T4,Treatment,0.483,3.151,0.048646357,,28/06/2019,6,154,
Gre.Bro,male,a7018,HA_T4,Treatment,0.446,3.495,0.03651241,,28/06/2019,6,154,
Ora.Gre,female,a7061,HA_T4,Treatment,0.705,3.634,0.053385003,,28/06/2019,6,154,
Bla.Pin,male,a7138,HA_T4,Treatment,0.436,3.255,0.041151389,,28/06/2019,6,154,
Whi.Pur,male,a7180,HA_T4,Treatment,0.36,3.143,0.036442968,,28/06/2019,6,154,
Yel.Blu,female,a7214,HA_T4,Treatment,0.577,3.346,0.05153757,,28/06/2019,6,154,
Whi.Bla,female,a7260,HA_T4,Treatment,0.442,3.538,0.035310723,,28/06/2019,6,154,
Gre.Pur,male,a7297,HA_T4,Treatment,0.405,3.222,0.039012515,,28/06/2019,6,154,
Red.Yel,male,a7321,HA_T4,Treatment,0.378,2.908,0.044699534,,28/06/2019,6,154,
Bro.Whi,female,a7358,HA_T4,Treatment,0.508,3.054,0.054466021,,28/06/2019,6,154,
Ora.Whi,female,a7409,HA_T4,Treatment,0.717,3.572,0.056194816,,28/06/2019,6,154,
Bro.Ora,female,a7439,HA_T4,Treatment,0.416,2.883,0.050049996,,28/06/2019,6,154,
Ora.Bla,male,a7494,HA_T4,Treatment,0.343,2.948,0.039467459,,28/06/2019,6,154,
Pin._,male,a7548,HA_T4,Treatment,0.353,3.236,0.033709917,,28/06/2019,6,154,
Red.Gre,female,a7562,HA_T4,Treatment,0.46,3.177,0.045574656,,28/06/2019,6,154,
Bla.Gre,female,a7608,HA_T4,Treatment,0.618,3.412,0.05308483,,28/06/2019,6,154,
Whi.Ora,male,a7646,HA_T4,Treatment,0.438,3.315,0.039857224,,28/06/2019,6,154,
Gre.Yel,male,a7682,HA_T4,Treatment,0.346,2.978,0.03901456,,28/06/2019,6,154,
Bro.Yel,male,a7728,HA_T4,Treatment,0.411,3.304,0.037649719,,28/06/2019,6,154,
_.Red,male,a8057,HA_T4,Treatment,0.38,3.324,0.034392327,,28/06/2019,6,154,
Red.Pur,female,a8062,HA_T4,Treatment,0.565,3.32,0.051259254,,28/06/2019,6,154,
_.Gre,male,a6864,HA_T5,Treatment,0.43,3.257,0.040535258,,28/06/2019,6,154,
Blu.Pin,male,a6882,HA_T5,Treatment,0.435,3.192,0.04269367,,28/06/2019,6,154,
Pur.Bro,female,a6937,HA_T5,Treatment,0.533,3.265,0.049998945,,28/06/2019,6,154,
Gre.Ora,female,a7010,HA_T5,Treatment,0.546,3.188,0.053722476,,28/06/2019,6,154,
Bro._,female,a7050,HA_T5,Treatment,0.599,3.596,0.046322016,,28/06/2019,6,154,
Red.Blu,male,a7092,HA_T5,Treatment,0.555,3.186,0.054676592,,28/06/2019,6,154,
Whi.Bla,male,a7187,HA_T5,Treatment,0.289,3.028,0.031519992,,28/06/2019,6,154,
Pin.Bro,male,a7191,HA_T5,Treatment,0.395,2.964,0.04496149,,28/06/2019,6,154,
_.Red,female,a7219,HA_T5,Treatment,0.534,3.322,0.048388482,,28/06/2019,6,154,
Bla.Pin,female,a7253,HA_T5,Treatment,0.446,3.189,0.043855677,,28/06/2019,6,154,
Red.Pur,male,a7325,HA_T5,Treatment,0.339,3.074,0.035875005,,28/06/2019,6,154,
Ora.Ora,female,a7379,HA_T5,Treatment,0.55,3.221,0.053012861,,28/06/2019,6,154,
Ora.Pur,female,a7405,HA_T5,Treatment,0.529,3.408,0.045546656,,28/06/2019,6,154,
Yel.Yel,female,a7419,HA_T5,Treatment,0.71,3.708,0.051639128,,28/06/2019,6,154,
_._,female,a7441,HA_T5,Treatment,0.454,3.334,0.040843661,,28/06/2019,6,154,
_.Ora,male,a7487,HA_T5,Treatment,0.346,3.237,0.033021036,,28/06/2019,6,154,
Pin.Bla,female,a7551,HA_T5,Treatment,0.522,3.243,0.049633695,,28/06/2019,6,154,
Red.Ora,female,a7567,HA_T5,Treatment,0.408,3.217,0.03942376,,28/06/2019,6,154,
Bla.Bro,female,a7605,HA_T5,Treatment,0.567,3.237,0.054112508,,28/06/2019,6,154,
Red.Bla,female,a7663,HA_T5,Treatment,0.431,3.289,0.03984277,,28/06/2019,6,154,
Gre.Bro,male,a7683,HA_T5,Treatment,0.405,3.234,0.038723535,,28/06/2019,6,154,
Bro.Ora,female,a7727,HA_T5,Treatment,0.53,3.439,0.044813774,,28/06/2019,6,154,
Pin.Pur,male,a8044,HA_T5,Treatment,0.38,3.319,0.034496028,,28/06/2019,6,154,
Pur.Gre,male,a8074,HA_T5,Treatment,0.429,3.169,0.042718187,,28/06/2019,6,154,
_._,female,a7658,HA_C2,Control,0.63,3.289,0.058238852,,,8,168,
_._,female,a7381,HA_C5,Control,0.455,3.174,0.045164536,,,8,168,
_.Bla,male,a7600,HA_C2,Control,0.445,3.485,0.036639914,,,8,168,
_.Blu,female,a7440,HA_C5,Control,0.593,3.273,0.055355743,,,8,168,
_.Gre,female,a7020,HA_C4,Control,0.465,3.234,0.044460355,,,8,168,
_.Ora,female,a7059,HA_C4,Control,0.484,3.356,0.042973572,,,8,168,
_.Pin,female,a7549,HA_C2,Control,0.575,3.374,0.050510037,,,8,168,
_.Pin,female,a7279,HA_C3,Control,0.794,3.658,0.059338027,,,8,168,
_.Pin,male,a6839,HA_C4,Control,0.319,3.205,0.03105522,,,8,168,
_.Pin,male,a8043,HA_C5,Control,0.35,3.26,0.032933118,,,8,168,
_.Pur,male,a7168,HA_C3,Control,0.233,3.847,0.015743872,,,8,168,
_.Pur,male,a7539,HA_C4,Control,0.38,3.016,0.041775429,,,8,168,
_.Pur,male,a7731,HA_C5,Control,0.358,3.15,0.036079617,,,8,168,
_.Red,male,a7496,HA_C5,Control,0.414,3.339,0.037133638,,,8,168,
_.Whi,male,a7250,HA_C2,Control,0.399,3.263,0.03747475,,,8,168,
_.Yel,male,a6807,HA_C4,Control,0.349,3.306,0.03193153,,,8,168,
Bla._,female,a6798,HA_C2,Control,0.602,3.353,0.05354629,,,8,168,
Bla._,female,a6800,HA_C5,Control,0.464,3.123,0.047574476,,,8,168,
Bla.Bla,female,a6929,HA_C3,Control,0.615,3.469,0.051105368,,,8,168,
Bla.Bla,female,a7601,HA_C4,Control,0.553,3.324,0.050049887,,,8,168,
Bla.Blu,female,a7660,HA_C3,Control,0.55,3.751,0.03909026,,,8,168,
Bla.Blu,female,a7607,HA_C5,Control,0.488,3.206,0.04747804,,,8,168,
Bla.Red,female,a6923,HA_C1,Control,0.684,3.623,0.052109803,,,8,168,
Bla.Red,male,a7144,HA_C3,Control,0.355,3.463,0.029602158,,,8,168,
Blu.Bla,female,a7201,HA_C4,Control,0.528,3.51,0.042856795,,,8,168,
Blu.Blu,female,a7659,HA_C1,Control,0.44,3.2,0.04296875,,,8,168,
Blu.Blu,male,a7006,HA_C2,Control,0.393,3.172,0.039059456,,,8,168,
Blu.Gre,female,a6885,HA_C3,Control,0.665,3.433,0.056425321,,,8,168,
Blu.Ora,female,a7204,HA_C2,Control,0.727,3.815,0.049951131,,,8,168,
Blu.Pur,female,a6813,HA_C3,Control,0.611,3.49,0.050163792,,,8,168,
Blu.Red,female,a7200,HA_C5,Control,0.474,3.248,0.044931022,,,8,168,
Blu.Whi,male,a6884,HA_C4,Control,0.403,3.367,0.035548298,,,8,168,
Blu.Yel,male,a7002,HA_C1,Control,0.373,2.998,0.041499759,,,8,168,
Blu.Yel,female,a6881,HA_C2,Control,0.779,3.654,0.05834456,,,8,168,
Bro._,female,a7367,HA_C4,Control,0.51,3.379,0.044667721,,,8,168,
Bro.Bla,female,a7082,HA_C1,Control,0.588,3.637,0.04445194,,,8,168,
Bro.Bla,male,a7242,HA_C5,Control,0.381,3.211,0.036952546,,,8,168,
Bro.Bro,male,a7720,HA_C1,Control,0.356,3.045,0.038395065,,,8,168,
Bro.Bro,male,a7573,HA_C2,Control,0.484,3.382,0.042315371,,,8,168,
Bro.Ora,male,a7361,HA_C3,Control,0.403,3.27,0.03768856,,,8,168,
Bro.Pur,male,a7729,HA_C2,Control,0.365,3.107,0.03781032,,,8,168,
Bro.Whi,female,a7438,HA_C4,Control,0.582,3.403,0.050257292,,,8,168,
Bro.Whi,female,a7088,HA_C5,Control,0.418,3.209,0.040591663,,,8,168,
Gre._,male,a7017,HA_C3,Control,0.406,3.312,0.037012241,,,8,168,
Gre.Bla,male,a7687,HA_C5,Control,0.373,3.219,0.035997047,,,8,168,
Gre.Bro,female,a6834,HA_C1,Control,0.251,2.949,0.028861851,,,8,168,
Gre.Bro,male,a7124,HA_C5,Control,0.318,3.241,0.030273948,,,8,168,
Gre.Gre,female,a7698,HA_C1,Control,0.692,3.399,0.05989682,,,8,168,
Gre.Gre,male,a7688,HA_C2,Control,0.377,3.111,0.038953037,,,8,168,
Gre.Pin,female,a7679,HA_C3,Control,0.52,3.459,0.043461251,,,8,168,
Gre.Pin,male,a7013,HA_C5,Control,0.412,3.162,0.041207236,,,8,168,
Gre.Yel,male,a6859,HA_C1,Control,0.457,3.243,0.043453254,,,8,168,
Gre.Yel,female,a6971,HA_C4,Control,0.412,3.178,0.040793356,,,8,168,
Ora.Bla,male,a7403,HA_C1,Control,0.389,3.387,0.03390933,,,8,168,
Ora.Bro,male,a7152,HA_C1,Control,0.403,3.309,0.036805397,,,8,168,
Ora.Bro,male,a6967,HA_C2,Control,0.4,3.412,0.034359113,,,8,168,
Ora.Bro,male,a7407,HA_C3,Control,0.484,3.472,0.040150035,,,8,168,
Ora.Gre,male,a7492,HA_C4,Control,0.31,3.038,0.033588155,,,8,168,
Ora.Ora,female,a7486,HA_C2,Control,0.533,3.372,0.046876165,,,8,168,
Ora.Pin,female,a7498,HA_C1,Control,0.575,3.517,0.0464861,,,8,168,
Ora.Pin,male,a7408,HA_C2,Control,0.372,3.171,0.036995632,,,8,168,
Ora.Yel,male,a7153,HA_C2,Control,0.359,3.285,0.033267771,,,8,168,
Ora.Yel,female,a6966,HA_C5,Control,0.521,3.075,0.055099478,,,8,168,
Pin.Bla,female,a8045,HA_C4,Control,0.361,3.186,0.035564414,,,8,168,
Pin.Blu,female,a7552,HA_C3,Control,0.649,3.373,0.057044268,,,8,168,
Pin.Blu,male,a7696,HA_C4,Control,0.336,3.169,0.033457601,,,8,168,
Pin.Blu,male,a6843,HA_C5,Control,0.411,3.274,0.038342857,,,8,168,
Pin.Bro,female,a7284,HA_C2,Control,0.666,3.808,0.045928298,,,8,168,
Pin.Gre,female,a6845,HA_C3,Control,0.465,3.457,0.03890937,,,8,168,
Pin.Ora,male,a7555,HA_C1,Control,0.45,3.338,0.040386838,,,8,168,
Pin.Pur,female,a7285,HA_C5,Control,0.62,3.492,0.050844411,,,8,168,
Pin.Red,male,a7286,HA_C4,Control,0.364,3.202,0.035502483,,,8,168,
Pin.Whi,female,a7281,HA_C1,Control,0.709,3.625,0.053954816,,,8,168,
Pin.Yel,male,a6847,HA_C2,Control,0.382,3.345,0.034140598,,,8,168,
Pur._,male,a7056,HA_C2,Control,0.362,3.213,0.035066072,,,8,168,
Pur._,male,a7730,HA_C3,Control,0.368,3.16,0.036853068,,,8,168,
Pur._,female,a6930,HA_C4,Control,0.559,3.459,0.046720844,,,8,168,
Pur._,female,a7415,HA_C5,Control,0.421,3.229,0.040378112,,,8,168,
Pur.Blu,male,a7163,HA_C2,Control,0.382,3.428,0.032507363,,,8,168,
Pur.Blu,male,a7737,HA_C4,Control,0.309,3.086,0.032446409,,,8,168,
Pur.Pur,female,a7540,HA_C5,Control,0.446,3.294,0.041104339,,,8,168,
Pur.Red,female,a7578,HA_C4,Control,0.504,3.309,0.046029579,,,8,168,
Pur.Yel,male,a7272,HA_C1,Control,0.295,3.1,0.03069719,,,8,168,
Red._,female,a8064,HA_C2,Control,0.51,3.313,0.046465146,,,8,168,
Red._,male,a7611,HA_C3,Control,0.412,3.159,0.04128554,,,8,168,
Red.Blu,male,a7466,HA_C3,Control,0.293,2.936,0.033990341,,,8,168,
Red.Bro,male,a7474,HA_C2,Control,0.345,3.094,0.036039477,,,8,168,
Red.Bro,male,a7564,HA_C3,Control,0.294,3.173,0.029201636,,,8,168,
Red.Gre,male,a6990,HA_C3,Control,0.429,3.272,0.040071048,,,8,168,
Red.Gre,female,a7090,HA_C4,Control,0.543,3.644,0.040892446,,,8,168,
Red.Gre,female,a6895,HA_C5,Control,0.51,3.334,0.045881646,,,8,168,
Red.Ora,male,a7614,HA_C1,Control,0.391,3.303,0.035839308,,,8,168,
Red.Ora,male,a8061,HA_C5,Control,0.485,3.258,0.045691938,,,8,168,
Red.Pin,male,a6985,HA_C1,Control,0.354,3.125,0.0362496,,,8,168,
Red.Pin,male,a7096,HA_C2,Control,0.396,3.325,0.03581887,,,8,168,
Red.Pin,female,a7044,HA_C5,Control,0.557,3.43,0.047344219,,,8,168,
Red.Pur,female,a7093,HA_C3,Control,0.632,3.729,0.045449835,,,8,168,
Red.Red,female,a6899,HA_C1,Control,0.617,3.658,0.04611028,,,8,168,
Red.Red,female,a7497,HA_C3,Control,0.502,3.374,0.044097459,,,8,168,
Red.Whi,female,a7226,HA_C1,Control,0.756,3.813,0.051998185,,,8,168,
Red.Whi,female,a7322,HA_C3,Control,0.771,3.739,0.055149737,,,8,168,
Red.Whi,female,a7559,HA_C5,Control,0.426,3.372,0.037465753,,,8,168,
Red.Yel,male,a7563,HA_C1,Control,0.399,3.217,0.038554118,,,8,168,
Red.Yel,male,a7048,HA_C3,Control,0.35,3.504,0.028506234,,,8,168,
Whi._,male,a7070,HA_C1,Control,0.451,3.31,0.041164283,,,8,168,
Whi.Blu,male,a7179,HA_C1,Control,0.392,3.25,0.037112426,,,8,168,
Whi.Gre,female,a7647,HA_C5,Control,0.418,3.293,0.038547199,,,8,168,
Whi.Ora,male,a7264,HA_C3,Control,0.355,3.25,0.033609467,,,8,168,
Whi.Ora,male,a7184,HA_C4,Control,0.311,2.962,0.035447881,,,8,168,
Whi.Pin,female,a7232,HA_C3,Control,0.647,3.723,0.046678642,,,8,168,
Whi.Pur,male,a7376,HA_C1,Control,0.523,3.377,0.045860583,,,8,168,
Whi.Pur,female,a7259,HA_C4,Control,0.322,2.905,0.038156067,,,8,168,
Whi.Whi,female,a7661,HA_C4,Control,0.359,3.132,0.03659746,,,8,168,
Whi.Yel,male,a7370,HA_C2,Control,0.388,3.258,0.03655355,,,8,168,
Yel._,male,a7475,HA_C1,Control,0.344,3.079,0.036285997,,,8,168,
Yel.Bla,male,a7336,HA_C2,Control,0.407,3.354,0.036179978,,,8,168,
Yel.Ora,male,a7335,HA_C5,Control,0.314,3.311,0.028642524,,,8,168,
Yel.Pin,male,a8066,HA_C4,Control,0.309,3.19,0.030365268,,,8,168,
Yel.Red,female,a8068,HA_C1,Control,0.422,3.137,0.042882828,,,8,168,
Yel.Yel,female,a7418,HA_C4,Control,0.48,3.553,0.038023389,,,8,168,
_.Pur,female,a6825,HA_T1,Treatment,0.668,3.599,0.051571857,,,8,168,
Pin.Whi,female,a6846,HA_T1,Treatment,0.539,3.528,0.043304359,,,8,168,
Red.Pin,female,a6894,HA_T1,Treatment,0.681,3.733,0.048868739,,,8,168,
Bla.Pur,female,a6925,HA_T1,Treatment,0.599,3.675,0.04435189,,,8,168,
Red.Whi,male,a6991,HA_T1,Treatment,0.439,3.523,0.03537034,,,8,168,
Blu.Whi,male,a6998,HA_T1,Treatment,0.478,3.412,0.04105914,,,8,168,
Ora.Pur,male,a7062,HA_T1,Treatment,0.497,3.308,0.045417726,,,8,168,
Bro.Yel,female,a7087,HA_T1,Treatment,0.522,3.538,0.041701804,,,8,168,
Ora._,male,a7155,HA_T1,Treatment,0.428,3.574,0.033506933,,,8,168,
Pin.Bro,male,a7191,HA_T1,Treatment,0.434,3.326,0.039232433,,,8,168,
Blu.Yel,female,a7206,HA_T1,Treatment,0.437,3.396,0.037891873,,,8,168,
_.Whi,male,a7269,HA_T1,Treatment,0.354,3.124,0.036272811,,,8,168,
Gre.Gre,female,a7292,HA_T1,Treatment,0.706,3.663,0.052617579,,,8,168,
_.Red,female,a7319,HA_T1,Treatment,0.648,3.332,0.058366684,,,8,168,
Whi.Bla,female,a7374,HA_T1,Treatment,0.661,3.311,0.06029525,,,8,168,
Ora.Ora,male,a7412,HA_T1,Treatment,0.491,3.391,0.042699807,,,8,168,
Red.Red,male,a7468,HA_T1,Treatment,0.43,3.339,0.038568755,,,8,168,
Ora.Pin,female,a7488,HA_T1,Treatment,0.48,3.502,0.03913893,,,8,168,
Pin.Pin,female,a7550,HA_T1,Treatment,0.624,3.411,0.053631649,,,8,168,
Red.Pur,male,a7560,HA_T1,Treatment,0.364,3.208,0.035369805,,,8,168,
Bla._,male,a7599,HA_T1,Treatment,0.406,3.407,0.034976936,,,8,168,
Bro.Bro,female,a7662,HA_T1,Treatment,0.811,3.705,0.059080536,,,8,168,
Pin.Bro,female,a7697,HA_T1,Treatment,0.904,3.871,0.060328439,,,8,168,
Bro.Whi,male,a7723,HA_T1,Treatment,0.367,3.142,0.037175233,,,8,168,
Gre.Whi,male,a6833,HA_T2,Treatment,0.443,3.281,0.04115203,,,8,168,
Pin.Pin,female,a6840,HA_T2,Treatment,0.748,3.76,0.052908556,,,8,168,
Blu.Ora,female,a6883,HA_T2,Treatment,0.6,3.63,0.04553423,,,8,168,
Pur.Pur,female,a6932,HA_T2,Treatment,0.807,3.815,0.055447817,,,8,168,
Gre.Bla,male,a7015,HA_T2,Treatment,0.362,3.005,0.040088483,,,8,168,
Pin._,male,a7054,HA_T2,Treatment,0.436,3.572,0.034171464,,,8,168,
Red.Ora,female,a7089,HA_T2,Treatment,0.657,3.578,0.05131977,,,8,168,
