Time,Video_ID,Arena,Day,Camera,Session,Tank,Group,Mark,Sex,Fish_ID,Date,Notes,tot_dist,mean_speed,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Frequency,zone_05_dur,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration s,move Moving / center-point Cumulative Duration s
3-6,1.2,2,Thursday,1,3,HA_T4,Treatment,Whi.Pur,male,a7180,,,1061.34,5.89636,1,0.08,24,18.96,17,132.8,12,3.91999,15,6.47998,7,5.35998,15,5.83999,1,0.32,12,6.31998,7,154.72,14,14.48,6,10.8,180,150.32
3-6,1.3,3,Thursday,1,3,HA_T4,Treatment,Ora.Blu,female,a6961,,,1402.24,7.79027,0,0,19,17.44,8,11.2,28,13.6,27,17.2,38,41.8399,25,12.88,21,45.5199,32,20.3199,12,35.9199,27,43.1999,16,100.88,180,172.96
3-6,1.4,4,Thursday,1,3,HA_T4,Treatment,_.Bla,male,a6799,,,711.016,3.9501,12,0.959997,3,1.84,12,173.28,0,0,1,0.959998,0,0,2,0.719998,0,0,0,0,12,175.6,1,1.2,0,0,180,127.2
3-6,2.1,5,Thursday,2,3,HA_C2,Control,Gre.Gre,male,a7688,,,1388.78,7.71545,1,0.08,29,21.5199,15,16.56,39,15.44,34,15.76,47,32.8799,30,16.72,23,36.7199,45,24.3999,17,50.7999,40,44.6399,24,84.5598,180,169.76
3-6,2.2,6,Thursday,2,3,HA_C2,Control,_.Pin,female,a7549,,,400.889,2.22717,23,3.03999,1,0.319999,1,176.96,1,0.16,1,0.239999,2,0.399999,1,0.24,1,1.36,1,0.319999,1,177.44,1,0.559999,1,1.99999,180,81.9198
3-6,2.3,7,Thursday,2,3,HA_C2,Control,Red._,female,a8064,,,1896.57,10.5365,0,0,49,24.7999,27,34.1599,43,15.44,43,15.12,39,39.5999,44,15.84,13,12.8,48,22.2399,23,69.6798,45,42.3199,23,67.9998,180,176.16
3-6,2.4,8,Thursday,2,3,HA_C2,Control,Blu.Blu,male,a7006,,,831.332,4.61852,9,1.2,11,6.55998,9,170.96,0,0,0,0,0,0,3,2.47999,0,0,0,0,2,179.6,1,0.399999,0,0,180,135.68
3-6,1.1,1,Thursday,1,4,HA_C2,Control,Blu.Yel,female,a6881,,,1585.36,8.80756,4,0.639998,38,21.9199,18,65.0398,35,12.56,39,15.12,32,18.88,42,20,15,13.52,34,12.96,20,100.72,35,38.3199,16,40.9599,180,169.12
3-6,1.2,2,Thursday,1,4,HA_C2,Control,Pur._,male,a7056,,,571.667,3.17594,15,2.15999,4,1.68,3,168.8,1,0.24,2,1.2,1,0.399999,3,0.799998,1,6.55998,1,0.319999,2,170.96,2,1.84,1,7.19998,180,111.92
3-6,1.3,3,Thursday,1,4,HA_C2,Control,Pin.Bro,female,a7284,,,1977.97,10.9887,0,0,16,11.84,1,0.479999,63,30.7199,58,35.5999,29,31.6799,44,34.3199,3,2.47999,59,32.8799,28,33.6799,61,90.7198,34,55.5999,180,177.44
3-6,1.4,4,Thursday,1,4,HA_C2,Control,Blu.Ora,female,a7204,,,828.054,4.60031,8,7.83998,23,14.08,21,155.04,4,1.84,6,2.47999,2,0.959997,8,3.67999,1,0.479999,3,0.879998,7,171.76,6,5.67998,2,2,180,142.88
3-6,2.1,5,Thursday,2,4,HA_C2,Control,_._,female,a7658,,,1888.23,10.4902,0,0,19,20.6399,3,1.2,62,32.9599,59,39.3599,19,13.36,44,35.5999,2,5.51999,49,31.3599,22,45.5999,54,95.5998,31,38.7999,180,177.84
3-6,2.2,6,Thursday,2,4,HA_C2,Control,Pur.Blu,male,a7163,,,1220.44,6.78024,0,0,38,33.4399,33,131.68,4,1.36,4,1.44,4,5.11999,8,5.03999,2,0.559998,4,1.36,5,168.72,7,4.71999,2,6.55998,180,174.88
3-6,2.3,7,Thursday,2,4,HA_C2,Control,Bla._,female,a6798,,,1524.33,8.4685,0,0,19,14.64,7,6.39998,44,18,36,12.56,52,74.8798,28,14.24,18,16.08,57,23.1999,15,31.3599,41,40.8799,27,107.76,180,163.76
3-6,2.4,8,Thursday,2,4,HA_C2,Control,Ora.Bro,male,a6967,,,726.655,4.03698,5,0.399999,4,2.31999,4,176.16,0,0,1,0.799998,0,0,2,0.719999,0,0,0,0,2,178.96,1,1.04,0,0,180,133.84
3-6,1.1,1,Thursday,1,5,HA_C2,Control,Bro.Pur,male,a7729,,,1459.33,8.10743,0,0,30,32.2399,9,9.11998,42,26.3199,40,28.5599,23,23.4399,40,30.3199,4,3.11999,40,26.8799,21,61.7598,42,73.6798,21,44.5599,180,176.16
3-6,1.2,2,Thursday,1,5,HA_C2,Control,Pin.Yel,male,a6847,,,858.363,4.7687,4,0.319999,23,11.68,15,152.08,7,1.68,9,3.75999,6,2.47999,13,4.79999,3,1.6,6,1.91999,6,167.52,8,7.03998,3,5.43999,180,139.52
3-6,1.3,3,Thursday,1,5,HA_C2,Control,Red.Bro,male,a7474,,,1495.56,8.30868,0,0,41,30.2399,24,39.9199,30,11.84,30,13.68,32,26.7199,32,14.8,16,29.5199,30,13.28,15,81.6798,29,32.7199,15,65.5998,180,171.84
3-6,1.4,4,Thursday,1,5,HA_C2,Control,Red.Pin,male,a7096,,,1458.12,8.10068,4,2.15999,46,28.5599,32,116.24,6,4.79999,16,13.84,1,0.719998,26,14.96,0,0,2,0.639998,13,155.92,13,22.6399,1,1.2,180,160.8
3-6,2.1,5,Thursday,2,5,HA_C2,Control,Ora.Pin,male,a7408,,,1296.24,7.20135,0,0,42,38.9599,26,74.1598,22,8.79997,22,9.43998,22,13.2,27,13.84,11,10.48,22,11.12,13,123.36,24,25.0399,11,31.5999,180,169.84
3-6,2.2,6,Thursday,2,5,HA_C2,Control,Whi.Yel,male,a7370,,,218.219,1.21233,17,80.5598,2,14.64,2,73.0398,0,0,1,51.5199,0,0,1,40.7999,0,0,0,0,1,114.16,1,65.8398,0,0,180,47.1199
3-6,2.3,7,Thursday,2,5,HA_C2,Control,Ora.Yel,male,a7153,,,2100.7,11.6706,1,14.24,63,29.6799,30,59.5999,58,14.56,61,16.16,22,19.1999,65,20.08,1,0.239999,49,20.48,34,103.28,60,43.1199,27,33.5999,180,160
3-6,2.4,8,Thursday,2,5,HA_C2,Control,Ora.Ora,female,a7486,,,1292.08,7.17824,2,0.16,50,42.7199,30,83.0398,18,7.99998,23,9.35998,9,9.27998,32,19.76,0,0,16,7.83998,18,139.36,26,25.9199,9,14.72,180,173.76
3-6,1.1,1,Thursday,1,6,HA_T3,Treatment,Gre.Gre,female,a7019,,,958.381,5.32435,4,29.0399,1,0.24,0,0,27,13.2,14,7.91998,37,103.92,5,2.39999,15,16.8,39,35.5199,3,1.83999,22,29.2799,20,148.88,180,131.92
3-6,1.2,2,Thursday,1,6,HA_T3,Treatment,_.Whi,male,a8070,,,1217.39,6.7633,0,0,38,19.36,24,137.6,10,2.55999,13,3.83999,7,2.47999,22,8.71998,2,1.36,9,3.99999,9,163.68,13,9.51998,6,6.71998,180,165.36
3-6,1.3,3,Thursday,1,6,HA_T3,Treatment,Gre.Bro,female,a7296,,,1158.95,6.43865,11,45.6799,2,1.52,0,0,51,58.9599,32,25.9199,17,16.16,11,10.16,0,0,45,67.2798,9,9.03998,41,102.64,32,68.3198,180,119.44
3-6,1.4,4,Thursday,1,6,HA_T3,Treatment,Pin.Pur,male,a6842,,,2152,11.9556,1,0.479999,72,37.9999,38,55.3599,58,15.76,59,15.44,24,17.6,64,19.68,1,0.399999,51,17.76,33,106.8,61,41.9199,28,31.2799,180,172.48
3-6,2.1,5,Thursday,2,6,HA_T3,Treatment,Yel.Pin,male,a6996,,,1524.67,8.47041,0,0,28,14.72,13,27.5199,36,13.84,35,14.08,33,30.3999,33,11.6,16,49.6799,35,18.16,17,49.7599,35,38.0799,19,92.1598,180,169.52
3-6,2.2,6,Thursday,2,6,HA_T3,Treatment,Whi.Whi,female,a7640,,,1215.41,6.75231,2,0.16,29,15.04,21,150.08,11,2.63999,12,2.23999,5,2.71999,14,3.27999,2,1.52,9,2.47999,6,167.52,11,6.39999,6,6.07998,180,147.36
3-6,2.3,7,Thursday,2,6,HA_T3,Treatment,Ora.Yel,female,a7484,,,1614.74,8.97079,0,0,28,17.36,16,47.0399,20,4.79999,21,6.63998,45,43.5199,24,7.43999,31,44.0799,25,9.11998,13,69.4398,24,16.48,12,94.0798,180,160.08
3-6,2.4,8,Thursday,2,6,HA_T3,Treatment,Red.Bro,male,a7045,,,711.098,3.95056,8,0.959998,24,20.3999,20,150.96,4,1.28,4,1.2,2,1.68,6,2.87999,0,0,4,1.59999,3,173.68,4,3.51999,2,2.79999,180,128.08
3-6,1.1,1,Thursday,1,7,HA_T3,Treatment,_.Blu,female,a7459,,,1484.78,8.24879,1,0.08,30,18.64,14,17.44,39,21.1999,38,27.4399,38,30.1599,33,19.5999,20,25.9999,36,19.52,16,49.0399,33,61.9198,18,69.0398,180,177.84
3-6,1.2,2,Thursday,1,7,HA_T3,Treatment,Red.Red,female,a8063,,,1385.71,7.69842,0,0,40,24.3999,28,116.48,22,8.23998,25,8.87998,6,6.31998,25,9.11998,0,0,16,6.55998,14,146.48,22,22.8799,8,10.64,180,162
3-6,1.3,3,Thursday,1,7,HA_T3,Treatment,Red.Bla,female,a7091,,,1951.48,10.8416,0,0,52,25.9199,24,31.7599,43,15.28,47,19.9999,40,29.3599,53,20.4799,18,19.28,42,17.92,24,72.7998,45,45.4399,21,61.7598,180,176.24
3-6,1.4,4,Thursday,1,7,HA_T3,Treatment,Pur.Gre,female,a7160,,,672.827,3.74126,13,8.63998,14,7.83998,10,155.12,8,2.07999,8,2.08,3,5.03999,10,4.15999,0,0,7,2.95999,7,166.4,8,5.67998,4,7.19998,180,109.52
3-6,2.1,5,Thursday,2,7,HA_T3,Treatment,Ora.Pin,female,a7556,,,1280.71,7.11507,1,0.079999,27,20.24,14,61.6798,22,11.84,24,16,27,23.0399,26,16,16,18.24,23,12.96,15,92.7998,27,37.8399,13,49.3599,180,174.16
3-6,2.2,6,Thursday,2,7,HA_T3,Treatment,Gre.Ora,female,a7686,,,1448.9,8.04945,2,0.24,30,16.16,23,134.96,15,3.91999,14,3.67999,13,8.87998,14,3.59999,7,4.07999,14,4.71999,7,153.44,15,10.64,8,15.92,180,163.04
3-6,2.3,7,Thursday,2,7,HA_T3,Treatment,Bla.Blu,male,a6808,,,1395.36,7.75201,1,0.08,22,13.6,13,26.8799,27,9.91997,22,10.72,45,37.5199,18,10.56,26,52.9599,33,17.84,9,49.0399,25,27.5999,17,103.36,180,171.28
3-6,2.4,8,Thursday,2,7,HA_T3,Treatment,Red.Pur,male,a7325,,,1132.19,6.33215,1,0.08,44,31.5199,32,122.8,10,4.95999,17,6.31998,2,1.36,23,10.08,0,0,5,1.83999,12,161.04,13,15.36,2,2.47999,178.88,162
3-6,1.1,1,Thursday,1,8,HA_T3,Treatment,Blu.Pin,male,a6882,,,2166.05,12.0336,1,0.079999,53,25.5199,25,28.7199,60,20.7999,61,21.1999,44,26.1599,59,21.8399,18,12.88,56,22.8799,32,69.1198,61,57.0399,30,53.8399,180,176.72
3-6,1.2,2,Thursday,1,8,HA_T3,Treatment,Yel.Whi,female,a7210,,,1156.33,6.42406,1,0.08,20,11.84,15,152.16,7,1.6,8,2.47999,5,6.71998,10,2.4,1,0.639998,7,2.15999,5,165.68,8,5.43999,4,8.87998,180,158.32
3-6,1.3,3,Thursday,1,8,HA_T3,Treatment,Bla.Whi,male,a7139,,,1805.37,10.0299,2,0.239998,51,35.5999,28,37.3599,33,9.83998,35,12.08,32,31.9199,42,16.08,16,21.9199,33,15.2,21,84.3198,38,30.9599,18,64.7198,180,172.16
3-6,1.4,4,Thursday,1,8,HA_T3,Treatment,_.Ora,male,a7414,,,1349.68,7.49824,0,0,43,35.9999,26,89.1998,18,8.63998,24,11.76,7,6.55998,31,19.52,0,0,14,7.91998,17,139.12,22,28.6399,7,11.84,180,174.8
3-6,2.1,5,Thursday,2,8,HA_C4,Control,Gre.Yel,female,a6971,,,1169.59,6.49772,0,0,30,25.7599,16,65.3598,19,10.24,22,11.12,21,22.2399,27,15.36,12,18.72,19,11.2,13,102.4,22,28.8799,10,48.7199,180,171.52
3-6,2.2,6,Thursday,2,8,HA_C4,Control,Whi.Pur,female,a7259,,,695.879,3.866,7,0.719999,14,9.11998,10,159.76,6,1.6,7,1.99999,3,3.43999,8,2.15999,0,0,6,1.91999,4,170.4,7,4.79999,3,4.79999,180,126.56
3-6,2.3,7,Thursday,2,8,HA_C4,Control,Ora.Gre,male,a7492,,,1345.24,7.47359,2,23.8399,6,5.91998,0,0,38,18.96,26,13.52,44,86.9598,15,8.87998,18,16.32,47,29.4399,8,11.68,32,45.1999,25,123.12,180,144.24
3-6,2.4,8,Thursday,2,8,HA_C4,Control,Bla.Bla,female,a7601,,,1096.65,6.0925,0,0,46,40.4799,26,81.1998,12,8.79998,18,12,5,4.31999,31,23.5999,2,3.27999,7,6.31998,16,137.76,20,30.0799,4,12.16,180,171.52
3-6,1.1,1,Thursday,1,9,HA_C4,Control,Bro.Whi,female,a7438,,,1783.37,9.90764,0,0,28,28.7199,11,12.16,49,22.7999,45,24.3199,33,37.0399,36,16.64,11,12.16,46,26.1599,17,51.9999,43,60.6398,26,67.3598,180,176.8
3-6,1.2,2,Thursday,1,9,HA_C4,Control,Blu.Bla,female,a7201,,,438.972,2.43874,18,2.47999,1,0.32,1,177.28,1,0.239999,1,0.24,1,1.52,1,0.159999,0,0,1,0.239999,1,177.68,1,0.639999,1,1.68,180,102.72
3-6,1.3,3,Thursday,1,9,HA_C4,Control,_.Gre,female,a7020,,,1581.64,8.7869,0,0,27,25.5999,7,4.95999,53,29.7599,54,28.6399,28,29.9199,47,26.3999,5,4.55999,49,30.1599,25,47.1999,50,77.5998,25,55.1999,180,175.92
3-6,1.4,4,Thursday,1,9,HA_C4,Control,Whi.Whi,female,a7661,,,1463.6,8.14564,0,0,44,30.1599,28,84.4798,26,9.91997,28,11.6,16,13.68,33,13.2,6,6.15998,23,10.4,18,123.28,28,29.8399,11,26.4799,180,176.72
3-6,2.1,5,Thursday,2,9,HA_C4,Control,_.Pin,male,a6839,,,1438.77,7.9932,1,0.08,5,4.15999,0,0,24,10.4,17,6.39999,59,61.9198,12,4.71999,40,76.2398,34,16.16,6,7.19998,24,23.7599,19,149.04,180,166.24
3-6,2.2,6,Thursday,2,9,HA_C4,Control,Yel.Pin,male,a8066,,,1213.56,6.74204,3,0.24,32,20.7999,22,121.6,16,6.47999,17,5.27998,12,10.32,18,6.79998,4,2.87999,15,5.83998,10,147.04,17,15.68,8,17.28,180,158.08
3-6,2.3,7,Thursday,2,9,HA_C4,Control,Pur._,female,a6930,,,1350.92,7.50511,0,0,10,5.83998,4,5.51999,19,9.83997,12,6.07999,50,108.8,11,4.95999,34,23.4399,28,15.52,5,14.96,17,22.1599,13,142.88,180,172.64
3-6,2.4,8,Thursday,2,9,HA_C4,Control,Pin.Bla,female,a8045,,,1626.99,9.03888,0,0,55,36.7199,36,97.1998,24,7.43998,26,7.83998,12,7.27998,33,14.64,3,1.6,21,7.27998,18,144.56,27,21.6799,10,13.76,180,172.48
3-6,1.1,1,Thursday,1,10,HA_C4,Control,Pin.Blu,male,,,,1560.48,8.66936,0,0,49,39.4399,31,64.2398,17,8.23998,20,11.04,20,17.52,30,25.4399,11,6.79998,17,7.27998,15,122.16,23,28.3999,8,29.4399,180,176.32
3-6,1.2,2,Thursday,1,10,HA_C4,Control,Pur.Blu,male,a7737,,,1120,6.22223,1,0.08,32,23.1199,19,106.32,15,8.47998,17,9.43998,8,8.71997,23,12.88,3,2.95999,12,8.07998,11,138.4,17,24.6399,7,16.96,180,169.44
3-6,1.3,3,Thursday,1,10,HA_C4,Control,Yel.Yel,female,a7418,,,1441.85,8.01029,0,0,37,28.5599,18,28.3999,30,15.84,38,23.3599,27,22.9599,38,24.7999,12,17.12,26,18.96,22,74.7198,35,51.1999,13,54.0799,180,177.12
3-6,1.4,4,Thursday,1,10,HA_C4,Control,Pur.Red,female,a7578,,,802.853,4.4603,2,0.159999,19,13.76,12,140,10,5.43999,12,5.75999,3,1.28,14,8.39998,0,0,7,5.35999,8,159.04,12,15.92,5,5.03999,180,146.64
3-6,2.1,5,Thursday,2,10,HA_C4,Control,Bro._,female,a7367,,,1892.09,10.5116,0,0,38,35.7599,15,12.8,58,19.5999,55,20.7999,39,32.7999,49,25.9999,8,4.55999,61,27.6799,28,66.7198,60,57.2799,31,55.9999,180,176.08
3-6,2.2,6,Thursday,2,10,HA_C4,Control,Whi.Ora,male,a7184,,,1118.3,6.21278,7,12.96,29,24.8799,24,149.84,2,0.559999,1,0.319999,0,0,5,3.19999,0,0,1,1.2,2,177.44,3,1.68,1,0.879997,180,147.6
3-6,2.3,7,Thursday,2,10,HA_C4,Control,_.Yel,male,a6807,,,1645.02,9.13902,1,0.08,1,0.24,0,0,31,14.24,18,8.71998,59,98.1598,8,5.59998,23,18.64,56,34.3999,6,3.43999,32,33.3599,27,143.2,180,172.08
3-6,2.4,8,Thursday,2,10,HA_C4,Control,_.Ora,female,a7059,,,864.685,4.80382,6,0.639999,26,17.2,18,147.04,6,2.32,8,2.63999,3,1.67999,12,5.11999,2,1.84,4,2.15999,6,168,8,6.87998,3,5.11999,180,137.04
3-6,3.1,1,Thursday,1,1,HA_T1,Treatment,Red.Pin,female,a6894,,,1450.56,8.05866,8,36.7199,41,19.68,27,93.4398,24,5.51999,27,7.59998,22,28.1599,30,8.95997,7,8.23998,27,8.39998,17,119.36,28,18,12,42.6399,180,125.6
3-6,3.2,2,Thursday,1,1,HA_T1,Treatment,Blu.Whi,male,a6998,,,1456.73,8.09294,1,0.08,37,16.56,25,136.16,14,2.79999,16,4.31999,11,6.31998,22,6.95998,3,2.63999,15,4.23999,12,157.84,18,9.91997,7,12.24,180,166.4
3-6,3.3,3,Thursday,1,1,HA_T1,Treatment,Red.Red,male,a7468,,,854.011,4.74452,1,18.24,30,26.2399,20,54.7199,13,7.75998,17,11.84,17,37.9199,20,13.52,7,13.2,15,14.8,11,90.0798,20,29.5199,10,60.3999,180,139.84
3-6,3.4,4,Thursday,1,1,HA_T1,Treatment,Pin.Bro,male,a7191,,,1290.27,7.1682,2,0.16,48,35.9199,30,90.3198,14,6.79998,21,11.04,9,7.75998,30,19.44,4,4.63999,10,4.07999,14,140.72,19,24.0799,5,15.2,180,174.24
3-6,4.1,5,Thursday,2,1,HA_T1,Treatment,Ora._,male,a7155,,,1810.12,10.0563,0,0,36,21.5999,15,18.72,52,24.5599,50,25.9199,32,30.8799,45,21.3599,11,13.68,47,23.2799,24,55.1199,49,65.1998,26,59.6798,180,176.72
3-6,4.2,6,Thursday,2,1,HA_T1,Treatment,Bro.Bro,female,a7662,,,1456.52,8.09178,0,0,37,19.6,25,112.72,20,5.27998,21,7.03998,20,10.8,23,7.35998,11,11.12,20,6.07998,12,137.52,22,16.24,11,26.2399,180,161.76
3-6,4.3,7,Thursday,2,1,HA_T1,Treatment,Bla.Pur,female,a6925,,,1392.02,7.73347,0,0,37,29.2799,20,24.0799,32,27.3599,36,23.9199,21,22.1599,36,22.4799,7,5.75999,29,24.9599,19,68.2398,34,68.0798,16,43.6799,180,178.56
3-6,4.4,8,Thursday,2,1,HA_T1,Treatment,Ora.Ora,male,a7412,,,1525.47,8.50132,1,0.08,54,32.3199,35,94.8798,19,8.15998,24,10.08,9,6.15998,35,16.08,3,4.23999,15,7.51998,18,138.4,24,25.5999,8,15.44,179.76,174.56
3-6,3.1,1,Thursday,1,2,HA_T1,Treatment,Bro.Yel,female,a7087,,Started recording at 1:37,1029.58,5.71991,7,27.0399,32,56.3199,20,35.9199,27,15.12,26,14.4,13,21.1199,24,15.76,0,0,26,21.3599,12,103.92,24,37.9999,12,38.0799,180,126.96
3-6,3.2,2,Thursday,1,2,HA_T1,Treatment,Ora.Ora,female,a7379,,Started recording at 1:37,843.08,4.68379,5,0.4,14,7.27998,10,155.12,7,2.87999,7,3.27999,4,4.31999,9,4.07999,0,0,8,3.03999,5,165.52,8,7.99998,4,6.47998,180,147.92
3-6,3.3,3,Thursday,1,2,HA_T1,Treatment,Pin.Pin,female,a7550,,Started recording at 1:37,1137.06,6.32547,2,0.16,27,17.36,20,91.9198,14,4.71999,14,5.75998,13,10.08,15,6.71999,8,36.7199,12,6.71998,9,113.76,15,14.72,7,51.5199,180,156.8
3-6,3.4,4,Thursday,1,2,HA_T1,Treatment,_.Red,female,a7319,,Started recording at 1:37,749.175,4.16209,4,0.479999,20,16.72,20,159.92,2,0.479999,2,0.559999,1,1.12,2,0.479998,0,0,2,0.719998,2,176.96,2,1.36,1,1.68,180,147.04
3-6,4.1,5,Thursday,2,2,HA_T1,Treatment,Red.Whi,male,a6991,,,953.001,5.29446,6,24.0799,26,22.1599,14,34.6399,19,14,21,18,12,23.8399,23,16.32,0,0,21,51.0399,13,68.7198,23,56.4799,10,54.7999,180,143.2
3-6,4.3,7,Thursday,2,2,HA_T1,Treatment,Bla._,male,a7599,,,574.849,3.19362,12,98.4798,13,7.83998,6,4.55999,16,7.59998,16,8.87998,13,132.8,15,6.95998,1,0.719998,19,10.64,7,16.64,16,21.8399,10,141.52,180,60.2398
3-6,4.4,8,Thursday,2,2,HA_T1,Treatment,Bro.Whi,male,a7723,,,1108.26,6.15703,1,0.079999,17,14.96,11,129.36,13,7.03998,13,6.87998,6,6.87998,13,6.15998,1,0.879997,11,7.59998,8,148.08,12,19.52,6,12.16,180,163.68
3-6,3.1,1,Thursday,1,3,HA_T1,Treatment,Gre.Bro,male,a7683,,,1831.41,10.1745,0,0,52,25.5999,27,42.3199,51,14.64,50,15.92,29,38.8799,50,15.36,9,6.07999,45,21.1999,23,78.0798,48,42.7999,25,59.1199,180,171.92
3-6,3.2,2,Thursday,1,3,HA_T1,Treatment,_.Pur,female,a6825,,,721.947,4.01083,4,19.28,19,19.2,16,130.8,2,20.08,6,4.31999,0,0,8,5.59999,0,0,0,0,4,152.24,4,27.7599,0,0,180,134.56
3-6,3.3,3,Thursday,1,3,HA_T1,Treatment,_.Whi,male,a7269,,,2142.81,11.9045,0,0,49,27.2799,17,24.1599,68,29.5199,71,27.3599,15,10.88,69,29.7599,1,0.159999,47,30.8799,37,71.8398,66,76.3998,30,31.7599,180,176.72
3-6,3.4,4,Thursday,1,3,HA_T1,Treatment,Ora.Pur,male,a7062,,,632.283,3.51269,5,8.63998,16,24.3199,10,80.9598,7,9.99998,9,8.07998,7,25.5199,12,11.04,2,1.36,8,18.72,6,113.68,9,23.3599,4,42.9599,180,119.36
3-6,4.1,5,Thursday,2,3,HA_C4,Control,Yel.Pin,male,a8066,,,1864.17,10.3565,2,2,42,22.6399,21,35.1199,35,13.92,35,13.36,42,37.9199,40,17.76,21,21.0399,39,18.24,21,70.8798,39,37.7599,19,71.3598,180,172.16
3-6,4.2,6,Thursday,2,3,HA_C4,Control,Pin.Bla,female,a8045,,,1427.33,7.92964,0,0,44,21.5199,26,102.72,29,9.51998,31,9.27998,16,8.95998,34,12.32,7,6.79998,23,8.87997,16,132.32,29,25.5999,12,22.0799,180,159.84
3-6,4.3,7,Thursday,2,3,HA_C4,Control,Blu.Bla,female,a7201,,,1458.88,8.10493,0,0,39,32.4799,19,45.5999,33,16.08,34,15.2,29,25.9199,37,16.24,12,10.56,34,17.92,18,89.5998,36,41.5999,18,48.7999,180,169.44
3-6,4.4,8,Thursday,2,3,HA_C4,Control,Pin.Blu,male,a6843,,,884.823,4.9157,6,1.04,19,15.2,12,150.16,8,2.87999,9,2.55999,4,1.76,11,4.31999,1,1.36,6,1.75999,5,168.64,7,7.19998,3,4.15999,180,150.4
3-6,3.1,1,Thursday,1,4,HA_C4,Control,Ora.Gre,male,a7492,,,758.024,4.21125,1,87.1198,22,17.84,12,11.92,21,101.04,19,8.79998,12,17.28,20,8.87998,1,0.239999,22,14,10,35.6799,22,117.44,13,26.8799,180,86.7198
3-6,3.2,2,Thursday,1,4,HA_C4,Control,Bla.Bla,female,a7601,,,968.76,5.38201,2,1.2,20,13.44,13,116.72,10,3.99999,13,5.27999,11,21.7599,16,6.71998,5,6.63998,11,5.43999,9,134.32,13,13.36,5,32.3199,180,150.72
3-6,3.3,3,Thursday,1,4,HA_C4,Control,_.Yel,male,a6807,,,1198.22,6.65681,9,28.4799,58,74.3198,26,28.9599,24,8.47998,34,14,8,6.15998,52,37.5199,0,0,18,10.56,24,135.04,34,31.2799,11,13.68,180,125.76
3-6,3.4,4,Thursday,1,4,HA_C4,Control,Whi.Pur,female,a7259,,,849.85,4.7214,1,0.08,32,22.3999,25,145.92,2,0.799997,6,3.27999,0,0,13,6.55998,0,0,1,1.04,7,172.56,7,6.63998,1,0.799998,180,153.92
3-6,4.1,5,Thursday,2,4,HA_C4,Control,Gre.Yel,female,a6971,,,1338.35,7.4353,0,0,36,21.9999,19,56.4799,24,11.92,27,13.28,23,20.8799,31,12.96,12,27.5999,23,14.88,15,87.7598,26,34.7199,12,57.5199,180,171.2
3-6,4.2,6,Thursday,2,4,HA_C4,Control,_.Ora,female,a7059,,,1313.14,7.29525,1,0.08,34,23.5199,28,126.48,13,3.83999,13,4.31999,11,8.31998,13,4.55999,6,4.79999,11,4.15999,7,152.96,13,10.88,6,16.16,180,172.24
3-6,4.3,7,Thursday,2,4,HA_C4,Control,Pur.Red,female,a7578,,,796.966,4.4276,3,52.6399,18,11.68,13,66.9598,11,4.87999,12,4.71999,10,62.3198,12,4.79999,5,19.36,10,5.27999,7,81.9198,11,12.48,5,85.5998,180,106.88
3-6,4.4,8,Thursday,2,4,HA_C4,Control,Bro.Whi,female,a7438,,,857.55,4.76418,3,0.24,13,7.11998,9,162,3,1.28,5,2.23999,2,1.04,8,4.55999,1,1.04,2,0.719998,5,172.32,5,5.03999,1,2.63999,180,152.56
3-6,3.1,1,Thursday,1,5,HA_C4,Control,Pin.Blu,male,a7696,,,1780.91,9.89396,0,0,45,25.5999,24,32.7999,44,16.32,47,19.5999,32,39.9999,45,19.36,8,4.79999,45,21.5199,23,71.3598,45,48.2399,22,60.3999,180,178
3-6,3.2,2,Thursday,1,5,HA_C4,Control,Bro._,female,a7367,,,1302.97,7.23873,0,0,37,18.16,23,125.68,16,5.51999,20,7.75998,7,5.67999,26,9.67997,2,1.36,13,6.15998,13,150.24,20,18.8,7,10.96,180,166.88
3-6,3.3,3,Thursday,1,5,HA_C4,Control,Whi.Whi,female,a7661,,,1770.63,9.83683,0,0,57,29.9199,30,56.5599,38,14.56,39,15.52,27,21.9199,46,17.84,12,9.59997,33,14.08,23,99.0398,41,40.1599,18,40.7999,180,172.48
